,Title,Package Name,Details Page,CVE,Affected Version
697,Critical severity vulnerability that affects slpjs,slpjs,https://github.com//advisories/GHSA-425c-ccf3-3jrr,CVE-2019-16762,< 0.21.4
698,Validation Bypass in slp-validate,slp-validate,https://github.com//advisories/GHSA-wmx6-vxcf-c3gr,CVE-2019-16761,= 1.0.0
699,Prototype Pollution in angular,angular,https://github.com//advisories/GHSA-89mq-4x47-5v83,CVE-2019-10768,< 1.7.9
700,Cross-Site Scripting in vant,vant,https://github.com//advisories/GHSA-9xr8-8hmc-389f,,< 2.1.8
701,Cross-Site Scripting in pannellum,pannellum,https://github.com//advisories/GHSA-m52x-29pq-w3vv,CVE-2019-16763,">= 2.5.0, < 2.5.5"
702,Prototype Pollution in chartkick,chartkick,https://github.com//advisories/GHSA-5pm8-492c-92p5,CVE-2019-18841,"< 3.3.0>= 3.1.0, <= 3.1.3"
703,Arbitrary File Write in iobroker.js-controller,iobroker.js-controller,https://github.com//advisories/GHSA-cmch-296j-wfvw,CVE-2019-10767,< 2.0.25
704,Cross-Site Scripting in iobroker.web,iobroker.web,https://github.com//advisories/GHSA-6rjc-4pwr-3vp7,CVE-2019-10771,< 2.4.10
705,Pomelo allows external control of critical state data,pomelo,https://github.com//advisories/GHSA-4x6v-rwh4-55jw,CVE-2019-18954,< 2.2.7
706,Privilege Escalation in strapi,strapi,https://github.com//advisories/GHSA-6xc2-mj39-q599,CVE-2019-18818,<= 3.0.0-beta.17.4
707,Validation bypass is possible in Json Pattern Validator,jpv,https://github.com//advisories/GHSA-rh46-3fgc-mvrf,CVE-2019-19507,< 2.1.1
708,Cross-Site Scripting in serialize-javascript,serialize-javascript,https://github.com//advisories/GHSA-h9rv-jmmf-4pgx,CVE-2019-16769,< 2.1.1
709,Cross-Site Scripting in serialize-to-js,serialize-to-js,https://github.com//advisories/GHSA-3fjq-93xj-3f3f,CVE-2019-16772,< 3.0.1
710,Sandbox Breakout / Arbitrary Code Execution in safer-eval,safer-eval,https://github.com//advisories/GHSA-v63x-xc9j-hhvq,CVE-2019-10769,<= 1.3.6
711,Arbitrary File Write in npm,npm,https://github.com//advisories/GHSA-m6cx-g6qm-p2cx,CVE-2019-16775,< 6.13.3
712,Symlink reference outside of node_modules in npm,npm,https://github.com//advisories/GHSA-x8qc-rrcw-4r46,CVE-2019-16776,< 6.13.3
713,Global node_modules Binary Overwrite in npm,npm,https://github.com//advisories/GHSA-4328-8hgf-7wjr,CVE-2019-16777,< 6.13.4
714,Malicious Package in lodahs,lodahs,https://github.com//advisories/GHSA-hm6q-r2jc-cpqh,CVE-2019-19771,>= 0.0.1
715,Prototype Pollution in handlebars,handlebars,https://github.com//advisories/GHSA-w457-6q6x-cgp9,CVE-2019-19919,< 4.3.0
716,Timing Attack in cookie-signature,cookie-signature,https://github.com//advisories/GHSA-92vm-wfm5-mxvv,CVE-2016-1000236,< 1.0.4
717,Remote Code Execution Vulnerability in NPM mongo-express,mongo-express,https://github.com//advisories/GHSA-h47j-hc6x-h3qq,CVE-2019-10758,< 0.54.0
718,Remote Code Execution in Angular Expressions,angular-expressions,https://github.com//advisories/GHSA-hxhm-96pp-2m43,CVE-2020-5219,< 1.0.1
719,Cross-Site Scripting in node-red,node-red,https://github.com//advisories/GHSA-8w65-xjc5-9w79,CVE-2019-15607,<= 0.20.7
720,Cross-site scripting vulnerability in TinyMCE,tinymce,https://github.com//advisories/GHSA-27gm-ghr9-4v95,,"< 4.9.7>= 5.0.0, < 5.1.4"
721,Malicious takeover of previously owned ENS names,@ensdomains/ens,https://github.com//advisories/GHSA-8f9f-pc5v-9r5h,CVE-2020-5232,< 0.4.0
722,"Placeholder property does not indicate HTML capable, could lead to inadvertent abuse",auth0-lock,https://github.com//advisories/GHSA-w2pf-g6r8-pg22,CVE-2019-20174,< 11.21.0
723,Command Injection in node-df,node-df,https://github.com//advisories/GHSA-wp7m-mrvf-599c,CVE-2019-15597,<= 0.1.4
724,Cross-Site Scripting in angular,angular,https://github.com//advisories/GHSA-r5fx-8r73-v86c,CVE-2019-14863,<= 1.4.14
725,OS command injection in git-diff-apply,git-diff-apply,https://github.com//advisories/GHSA-84cm-v6jp-gjmr,CVE-2019-10776,<= 0.22.1
726,OS command injection in aws-lambda,aws-lambda,https://github.com//advisories/GHSA-934x-72xh-5hrg,CVE-2019-10777,<= 1.0.4
727,Improper link resolution before file access (Link Following),yarn,https://github.com//advisories/GHSA-5xf4-f2fq-f69j,CVE-2019-10773,<= 1.21.1
728,XSS in dojox due to insufficient escape in dojox.xmpp.util.xmlEncode,dojox,https://github.com//advisories/GHSA-pg97-ww7h-5mjr,CVE-2019-10785,"< 1.11.9>= 1.12.0, < 1.12.7>= 1.13.0, < 1.13.6>= 1.14.0, < 1.14.5>= 1.15.0, < 1.15.2= 1.16.0"
729,codecov NPM module allows remote attackers to execute arbitrary commands,codecov,https://github.com//advisories/GHSA-5q88-cjfq-g2mh,CVE-2020-7597,< 3.6.5
730,taffy can allow access to any data items in the DB,taffy,https://github.com//advisories/GHSA-mxhp-79qh-mcx6,CVE-2019-10790,<= 2.6.2
731,Denial of Service in uap-core when processing crafted User-Agent strings,uap-core,https://github.com//advisories/GHSA-cmcx-xhr8-3w9p,CVE-2020-5243,< 0.7.3
732,discord-html not escaping HTML code blocks when lacking a language identifier,discord-markdown,https://github.com//advisories/GHSA-9r27-994c-4xch,,< 2.3.1
733,Holder can (re)create authentic credentials after receiving a credential in vp-toolkit,vp-toolkit,https://github.com//advisories/GHSA-p94w-42g3-f7h4,,< 0.2.2
734,Holder can generate proof of ownership for credentials it does not control in vp-toolkit,vp-toolkit,https://github.com//advisories/GHSA-ff5x-w9wg-h275,,< 0.2.2
735,Information disclosure in parse-server,parse-server,https://github.com//advisories/GHSA-h4mf-75hf-67w4,CVE-2020-5251,<= 4.0.0
736,Prototype pollution in dojo,dojo,https://github.com//advisories/GHSA-jxfh-8wgv-vfr2,CVE-2020-5258,"< 1.11.10>= 1.12.0, < 1.12.8>= 1.13.0, < 1.13.7>= 1.14.0, < 1.14.6>= 1.15.0, < 1.15.3>= 1.16.0, < 1.16.2"
737,Prototype Pollution in Dojox,dojox,https://github.com//advisories/GHSA-3hw5-q855-g6cw,CVE-2020-5259,"< 1.11.10>= 1.12.0, < 1.12.8>= 1.13.0, < 1.13.7>= 1.14.0, < 1.14.6>= 1.15.0, < 1.15.3>= 1.16.0, < 1.16.2"
738,Withdrawn: ESLint dependencies are vulnerable (ReDoS and Prototype Pollution),minimist,https://github.com//advisories/GHSA-7fhm-mqm4-2wp7,,"< 5.7.4>= 6.0.0, < 6.4.1>= 7.0.0, < 7.1.1< 1.2.2"
739,Incorrect Account Used for Signing,eth-ledger-bridge-keyring,https://github.com//advisories/GHSA-vg44-fw64-cpjx,,< 0.2.2< 0.2.1
740,Directory Traversal in Next.js,next,https://github.com//advisories/GHSA-fq77-7p7r-83rj,CVE-2020-5284,< 9.3.2
741,Path Traversal in statics-server,statics-server,https://github.com//advisories/GHSA-j27j-4w6m-8fc4,CVE-2019-15596,<= 0.0.9
742,Cross-Site Scripting in http_server,http_server,https://github.com//advisories/GHSA-754x-4jwp-cqp6,CVE-2019-15600,<= 1.0.12
743,Validation Bypass in kind-of,kind-of,https://github.com//advisories/GHSA-6c8f-qphg-qjgp,CVE-2019-20149,">= 6.0.0, < 6.0.3"
744,Open Redirect in ecstatic,ecstatic,https://github.com//advisories/GHSA-9q64-mpxx-87fg,,"< 2.2.2>= 3.0.0, < 3.3.2>= 4.0.0, < 4.1.2"
745,XSS in knockout,knockout,https://github.com//advisories/GHSA-vcjj-xf2r-mwvc,CVE-2019-14862,< 3.5.0
746,Cross-Site Scripting in fileview,fileview,https://github.com//advisories/GHSA-gvr4-7xgc-gx3w,CVE-2019-15602,<= 0.1.6
747,Cross-Site Scripting in seeftl,seeftl,https://github.com//advisories/GHSA-4g46-5grc-wq49,CVE-2019-15603,<= 0.1.1
748,Prototype Pollution in minimist,minimist,https://github.com//advisories/GHSA-vh95-rmgr-6w4m,CVE-2020-7598,"< 0.2.1>= 1.0.0, < 1.2.3"
749,Regular Expression Denial of Service in Acorn,acorn,https://github.com//advisories/GHSA-6chw-6frg-f759,,">= 6.0.0, < 6.4.1>= 7.0.0, < 7.1.1>= 5.5.0, < 5.7.4"
750,Prototype pollution in class-transformer,class-transformer,https://github.com//advisories/GHSA-6gp3-h3jj-prx4,CVE-2020-7637,< 0.3.1
751,confinit vulnerable to prototype pollution,confinit,https://github.com//advisories/GHSA-jgpq-g82g-6c39,CVE-2020-7638,< 0.4.0
752,Information disclosure through error object in auth0.js,auth0-js,https://github.com//advisories/GHSA-prfq-f66g-43mp,CVE-2020-5263,">= 8.0.0, < 9.13.2"
753,OS Command Injection in devcert-sanscache,devcert-sanscache,https://github.com//advisories/GHSA-4gp3-p7ph-x2jr,CVE-2019-10778,< 0.4.7
754,CSRF and DNS Rebinding in Oasis,@fraction/oasis,https://github.com//advisories/GHSA-j438-45hc-vjhm,CVE-2020-11003,< 2.15.0
755,Cross-Site Scripting in sanitize-html,sanitize-html,https://github.com//advisories/GHSA-3j7m-hmh3-9jmp,CVE-2016-1000237,< 1.4.3
756,Insecure Entropy Source - Math.random() in node-uuid,node-uuid,https://github.com//advisories/GHSA-265q-28rp-chq5,CVE-2015-8851,< 1.4.4
757,Machine-In-The-Middle in https-proxy-agent,https-proxy-agent,https://github.com//advisories/GHSA-pc5p-h8pf-mvwp,,< 2.2.3
758,Machine-In-The-Middle in lix,lix,https://github.com//advisories/GHSA-q8xg-8xwf-m598,CVE-2020-10800,<= 15.11.4
759,Command Injection in npm-programmatic,npm-programmatic,https://github.com//advisories/GHSA-426h-24vj-qwxf,CVE-2020-7614,<= 0.0.12
760,Http request which redirect to another hostname do not strip authorization header in @actions/http-client,@actions/http-client,https://github.com//advisories/GHSA-9w6v-m7wp-jwg4,CVE-2020-11021,< 1.0.8
761,Potential XSS vulnerability in jQuery,jquery,https://github.com//advisories/GHSA-jpcq-cgw6-v4j6,CVE-2020-11023,">= 1.0.3, < 3.5.0"
762,Potential XSS vulnerability in jQuery,jquery,https://github.com//advisories/GHSA-gxr4-xjj5-5px2,CVE-2020-11022,">= 1.2, < 3.5.0"
763,Prototype Pollution Protection Bypass in qs,qs,https://github.com//advisories/GHSA-gqgv-6jq5-jjj9,CVE-2017-1000048,"< 6.0.4>= 6.1.0, < 6.1.2>= 6.2.0, < 6.2.3>= 6.3.0, < 6.3.2"
764,Command Injection in hot-formula-parser,hot-formula-parser,https://github.com//advisories/GHSA-rc77-xxq6-4mff,CVE-2020-6836,< 3.0.1
765,XSS in TinyMCE,tinymce,https://github.com//advisories/GHSA-c78w-2gw7-gjv3,CVE-2019-1010091,"< 4.9.10>= 5.0.0, < 5.2.2"
766,False-negative validation results in MINT transactions with invalid baton,slpjs,https://github.com//advisories/GHSA-jc83-cpf9-q7c6,CVE-2020-11071,< 0.27.2
767,False-negative validation results in MINT transactions with invalid baton,slp-validate,https://github.com//advisories/GHSA-4w97-57v2-3w44,CVE-2020-11072,< 1.2.1
768,curlrequest allows execution of arbitrary commands,curlrequest,https://github.com//advisories/GHSA-m8xj-5v73-3hh8,CVE-2020-7646,<= 1.0.1
769,Cross-Site Scripting in jquery,jquery,https://github.com//advisories/GHSA-q4m3-2j7h-f7xw,CVE-2020-7656,< 1.9.0
770,Exposure of Sensitive Information to an Unauthorized Actor in AEgir,aegir,https://github.com//advisories/GHSA-qfcv-5whw-7pcw,CVE-2020-11059,">= 21.7.0, < 21.10.1"
771,Command injection in node-dns-sync,dns-sync,https://github.com//advisories/GHSA-wh69-wc6q-7888,CVE-2020-11079,< 0.2.1
772,Arbitrary File Read in Snyk Broker,snyk-broker,https://github.com//advisories/GHSA-45hw-29x7-9x95,CVE-2020-7651,< 4.79.0
773,Information Exposure in Snyk Broker,snyk-broker,https://github.com//advisories/GHSA-mgh5-4h95-qj4p,CVE-2020-7654,< 4.73.1
774,Arbitrary File Read in Snyk Broker,snyk-broker,https://github.com//advisories/GHSA-2fmp-7xwf-wvwr,CVE-2020-7650,< 4.73.1
775,Arbitrary File Read in Snyk Broker,snyk-broker,https://github.com//advisories/GHSA-9xv2-548x-5h79,CVE-2020-7648,< 4.72.2
776,Arbitrary File Read in Snyk Broker,snyk-broker,https://github.com//advisories/GHSA-4vj3-f849-5r48,CVE-2020-7653,< 4.80.0
777,Arbitrary File Read in Snyk Broker,snyk-broker,https://github.com//advisories/GHSA-x7m2-6g99-84w5,CVE-2020-7652,< 4.80.0
778,DoS via malicious record IDs in WatermelonDB,@nozbe/watermelondb,https://github.com//advisories/GHSA-38f9-m297-6q9g,CVE-2020-4035,"< 0.15.1>= 0.16.0, < 0.16.2"
779,Regular Expression Denial of Service in websocket-extensions (NPM package),websocket-extensions,https://github.com//advisories/GHSA-g78m-2chm-r7qv,CVE-2020-7662,< 0.1.4
780,Arbitrary shell command execution in logkitty,logkitty,https://github.com//advisories/GHSA-v8v8-6859-qxm4,CVE-2020-8149,< 0.7.1
781,Introspection in schema validation in Apollo Server,apollo-server-micro,https://github.com//advisories/GHSA-w42g-7vfc-xf37,,< 2.14.2< 2.14.2< 2.14.2< 2.14.2< 2.14.2< 2.14.2< 2.14.2< 2.14.2< 2.14.2< 2.14.2< 2.14.2< 2.14.2
782,Reflected XSS in GraphQL Playground,graphql-playground-html,https://github.com//advisories/GHSA-4852-vrh7-28rf,CVE-2020-4038,< 1.6.22
783,Validation Bypass in schema-inspector,schema-inspector,https://github.com//advisories/GHSA-r24h-634p-m72x,CVE-2019-10781,< 1.6.9
784,Prototype Pollution in ini-parser,ini-parser,https://github.com//advisories/GHSA-96r7-mrqf-jhcc,CVE-2020-7617,<= 0.0.2
785,Command Injection in umount,umount,https://github.com//advisories/GHSA-6q48-vjq2-mwcj,CVE-2020-7628,<= 1.1.6
786,Information disclosure in SSB-DB,ssb-db,https://github.com//advisories/GHSA-mpgr-2cx9-327h,CVE-2020-4045,= 20.0.0
787,XSS in dijit editor's LinkDialog plugin,dijit,https://github.com//advisories/GHSA-cxjc-r2fp-7mq6,CVE-2020-4051,"< 1.11.11>= 1.12.0, < 1.12.9>= 1.13.0, < 1.13.8>= 1.14.0, < 1.14.7>= 1.15.0, < 1.15.4>= 1.16.0, < 1.16.3"
788,Command Injection in Limdu,limdu,https://github.com//advisories/GHSA-77qv-gh6f-pgh4,CVE-2020-4066,< 0.95
789,Command injection in mversion,mversion,https://github.com//advisories/GHSA-qjg4-w4c6-f6c6,CVE-2020-4059,< 2.0.0
790,Cross site scripting in Angular,angular,https://github.com//advisories/GHSA-mhp6-pxh8-r675,CVE-2020-7676,< 1.8.0
791,Regular expression denial of service in url-regex,url-regex,https://github.com//advisories/GHSA-v4rh-8p82-6h5w,CVE-2020-7661,<= 5.0.0
792,Log Forging in generator-jhipster-kotlin,generator-jhipster-kotlin,https://github.com//advisories/GHSA-pfxf-wh96-fvjc,CVE-2020-4072,= 1.6.0
793,RSA-PSS signature validation vulnerability by prepending zeros in jsrsasign,jsrsasign,https://github.com//advisories/GHSA-q3gh-5r98-j4h3,CVE-2020-14968,">= 3.0.0, < 8.0.16"
794,RSA PKCS#1 decryption vulnerability with prepending zeros in jsrsasign,jsrsasign,https://github.com//advisories/GHSA-xxxq-chmp-67g4,CVE-2020-14967,< 8.0.18
795,Use of Cryptographically Weak Pseudo-Random Number Generator in JHipster Kotlin,generator-jhipster-kotlin,https://github.com//advisories/GHSA-j3rh-8vwq-wh84,CVE-2019-16303,< 1.2.0
796,ECDSA signature validation vulnerability by accepting wrong ASN.1 encoding in jsrsasign,jsrsasign,https://github.com//advisories/GHSA-p8c3-7rj8-q963,CVE-2020-14966,">= 4.0.0, < 8.0.19"
797,ECDSA signature vulnerability of Minerva timing attack in jsrsasign,jsrsasign,https://github.com//advisories/GHSA-g753-jx37-7xwh,,">= 4.0.0, < 8.0.13"
798,Authorization bypass in express-jwt,express-jwt,https://github.com//advisories/GHSA-6g6m-m6h5-w9gf,CVE-2020-15084,<= 5.3.3
799,Arbitrary file read via window-open IPC in Electron,electron,https://github.com//advisories/GHSA-f9mq-jph6-9mhm,CVE-2020-4075,">= 8.0.0, < 8.2.4< 7.2.4"
800,Context isolation bypass via contextBridge in Electron,electron,https://github.com//advisories/GHSA-h9jc-284h-533g,CVE-2020-4077,">= 8.0.0, < 8.2.4< 7.2.4"
801,Context isolation bypass via leaked cross-context objects in Electron,electron,https://github.com//advisories/GHSA-m93v-9qjc-3g79,CVE-2020-4076,">= 8.0.0, < 8.2.4< 7.2.4"
802,Context isolation bypass via Promise in Electron,electron,https://github.com//advisories/GHSA-6vrv-94jv-crrg,CVE-2020-15096,"< 6.1.11>= 7.0.0, < 7.2.4>= 8.0.0, < 8.2.4"
803,Sensitive information exposure through logs in npm-registry-fetch,npm-registry-fetch,https://github.com//advisories/GHSA-jmqm-f2gx-4fjv,,"< 4.0.5>= 5.0.0, < 8.1.1"
804,Sensitive information exposure through logs in npm CLI,npm,https://github.com//advisories/GHSA-93f3-23rq-pjfp,CVE-2020-15095,< 6.14.6
805,Path Traversal in socket.io-file,socket.io-file,https://github.com//advisories/GHSA-9h4g-27m8-qjrg,CVE-2020-15779,<= 2.0.31
806,Stored XSS in TimelineJS3,@knight-lab/timelinejs,https://github.com//advisories/GHSA-2jpm-827p-j44g,CVE-2020-15092,< 3.7.0
807,Command Injection in standard-version,standard-version,https://github.com//advisories/GHSA-7xcx-6wjh-7xp2,,< 8.0.1
808,Prototype Pollution in lodash,lodash,https://github.com//advisories/GHSA-p6mc-m468-83gw,CVE-2020-8203,< 4.17.19
809,Command injection in codecov (npm package),codecov,https://github.com//advisories/GHSA-xp63-6vf5-xf3v,CVE-2020-15123,< 3.7.1
810,GraphQL: Security breach on Viewer query,parse-server,https://github.com//advisories/GHSA-236h-rqv8-8q73,CVE-2020-15126,">= 3.5.0, < 4.3.0"
811,Storing Password in Local Storage,parse,https://github.com//advisories/GHSA-wvh7-5p38-2qfc,,< 2.10.0
812,Improper Input Validation in sails-hook-sockets,sails-hook-sockets,https://github.com//advisories/GHSA-f7f4-hqp2-7prc,CVE-2018-21036,< 1.5.5
813,Uncontrolled resource consumption in jpeg-js,jpeg-js,https://github.com//advisories/GHSA-w7q9-p3jq-fmhm,CVE-2020-8175,< 0.4.0
814,Directory traversal in fast-http,fast-http,https://github.com//advisories/GHSA-7phr-5m9x-rw9q,CVE-2020-7687,<= 0.1.3
815,Remote Code Execution in scratch-vm,scratch-vm,https://github.com//advisories/GHSA-vc9j-fhvv-8vrf,CVE-2020-14000,<= 0.2.0-prerelease.20200709173451
816,Command Injection in git-tags-remote,git-tags-remote,https://github.com//advisories/GHSA-gm9x-q798-hmr4,,< 1.0.4
817,Authorization header is not sanitized in an error object in auth0,auth0,https://github.com//advisories/GHSA-5jpf-pj32-xx53,CVE-2020-15125,< 2.27.1
818,Directory traversal in rollup-plugin-server,rollup-plugin-server,https://github.com//advisories/GHSA-34gh-3cwv-wvp2,CVE-2020-7683,<= 0.7.0
819,Directory traversal in rollup-plugin-server,rollup-plugin-server,https://github.com//advisories/GHSA-vr98-27qj-3c8q,CVE-2020-7686,<= 0.7.0
820,Signature Malleabillity in elliptic,elliptic,https://github.com//advisories/GHSA-vh7m-p724-62c2,CVE-2020-13822,< 6.5.3
821,Prototype Pollution in dot-prop,dot-prop,https://github.com//advisories/GHSA-ff7x-qrg7-qggm,CVE-2020-8116,"< 4.2.1>= 5.0.0, < 5.1.1"
822,False-positive validity for NFT1 genesis transactions in SLPJS,slpjs,https://github.com//advisories/GHSA-cc2p-4jhr-xhhx,CVE-2020-15130,< 0.27.4
823,False-positive validity for NFT1 genesis transactions,slp-validate,https://github.com//advisories/GHSA-6jmr-jfh7-xg3h,CVE-2020-15131,< 1.2.2
824,Prototype Pollution in express-fileupload,express-fileupload,https://github.com//advisories/GHSA-9wcg-jrwf-8gg7,CVE-2020-7699,< 1.1.9
825,Denial of service in fastify,fastify,https://github.com//advisories/GHSA-xw5p-hw6r-2j98,CVE-2020-8192,< 2.15.1
826,CSRF vulnerability in save-server,save-server,https://github.com//advisories/GHSA-wwrj-35w6-77ff,CVE-2020-15135,< 1.0.5
827,CSRF Vulnerability in polaris-website,polaris-website,https://github.com//advisories/GHSA-whrh-9j4q-g7ph,,< 1.1.1
828,XSS via JQLite DOM manipulation functions in AngularJS,angular,https://github.com//advisories/GHSA-5cp4-xmrw-59wf,,< 1.8.0
829,Cross-Site Scripting in Prism,prismjs,https://github.com//advisories/GHSA-wvhm-4hhf-97x9,CVE-2020-15138,">= 1.1.0, < 1.21.0"
830,Cross-site scripting vulnerability in TinyMCE,tinymce,https://github.com//advisories/GHSA-vrv8-v4w8-f95h,,"< 4.9.11>= 5.0.0, < 5.4.1"
831,Insecure serialization leading to RCE in serialize-javascript,serialize-javascript,https://github.com//advisories/GHSA-hxcc-f52p-wc94,CVE-2020-7660,< 3.1.0
832,Cross-Site Scripting in @progress/kendo-angular-editor,@progress/kendo-angular-editor,https://github.com//advisories/GHSA-j7wp-vjj6-cp5m,,< 1.2.3
833,Server-Side Request Forgery in @uppy/companion,@uppy/companion,https://github.com//advisories/GHSA-9m4x-8w29-r78g,CVE-2020-8205,"< 1.13.2>= 2.0.0-alpha.0, <= 2.0.0-alpha.4"
834,Server-Side Request Forgery in ftp-srv,ftp-srv,https://github.com//advisories/GHSA-jw37-5gqr-cf9j,CVE-2020-15152,">= 1.0.0, < 2.19.6>= 3.0.0, < 3.1.2>= 4.0.0, < 4.3.4"
835,DOM-based XSS in auth0-lock,auth0-lock,https://github.com//advisories/GHSA-6gg3-pmm7-97xc,CVE-2020-15119,<= 11.25.1
836,Integer Overflow or Wraparound and Use of a Broken or Risky Cryptographic Algorithm in bcrypt,bcrypt,https://github.com//advisories/GHSA-5wg4-74h6-q47v,CVE-2020-7689,< 5.0.0
837,Cross-Site Scripting in highcharts,highcharts,https://github.com//advisories/GHSA-gr4j-r575-g665,,"< 7.2.2>= 8.0.0, < 8.1.1"
